Well,MOPS[mM],Tricine[mM],H3BO3[mM],Glucose[mM],K2SO4[mM],K2HPO4[mM],FeSO4[mM],NH4Cl[mM],MgCl2[mM],NaCl[mM],(NH4)6Mo7O24[mM],CoCl2[mM],CuSO4[mM],MnSO4[mM],ZnSO4[mM],Kan[g/l]
C6,40.0,4.0,0.009710144,38.80681149,1.25555888,2.006836458,0.093634813,10.28299666,4.482324613,358.8167355,0.000138552,0.002925546,0.00014681,0.005297072,0.00077889,0.05
D6,40.0,4.0,0.025166667,44.09044176,2.238242034,0.765491561,0.073584751,9.748595061,0.693946759,413.9678649,6.74e-05,0.00218622,0.000632686,0.001817516,0.000909731,0.05
E6,40.0,4.0,0.025166667,44.09044176,2.238242034,0.765491561,0.073584751,9.748595061,0.693946759,413.9678649,6.74e-05,0.00218622,0.000632686,0.001817516,0.000909731,0.05
F6,40.0,4.0,0.025166667,44.09044176,2.238242034,0.765491561,0.073584751,9.748595061,0.693946759,413.9678649,6.74e-05,0.00218622,0.000632686,0.001817516,0.000909731,0.05
A7,40.0,4.0,0.007359411,40.3546122,1.306932716,5.896195291,0.087899855,9.074153124,0.574910599,406.1910979,0.000258974,0.002947631,0.000695052,0.001189692,0.000588627,0.05
B7,40.0,4.0,0.007359411,40.3546122,1.306932716,5.896195291,0.087899855,9.074153124,0.574910599,406.1910979,0.000258974,0.002947631,0.000695052,0.001189692,0.000588627,0.05
C7,40.0,4.0,0.007359411,40.3546122,1.306932716,5.896195291,0.087899855,9.074153124,0.574910599,406.1910979,0.000258974,0.002947631,0.000695052,0.001189692,0.000588627,0.05
D7,40.0,4.0,0.035459335,39.97308739,1.934612933,0.52578268,0.083433965,7.301727387,1.046385271,439.3721305,0.000297694,0.001533707,0.000605281,0.006679827,0.000853699,0.05
E7,40.0,4.0,0.035459335,39.97308739,1.934612933,0.52578268,0.083433965,7.301727387,1.046385271,439.3721305,0.000297694,0.001533707,0.000605281,0.006679827,0.000853699,0.05
F7,40.0,4.0,0.035459335,39.97308739,1.934612933,0.52578268,0.083433965,7.301727387,1.046385271,439.3721305,0.000297694,0.001533707,0.000605281,0.006679827,0.000853699,0.05
A8,40.0,4.0,0.008610631,2.61313358,1.538809051,3.247841123,0.099591253,9.612633149,5.169960668,383.3605917,3e-06,0.003,0.001,0.008,1e-05,0.05
B8,40.0,4.0,0.008610631,2.61313358,1.538809051,3.247841123,0.099591253,9.612633149,5.169960668,383.3605917,3e-06,0.003,0.001,0.008,1e-05,0.05
C8,40.0,4.0,0.008610631,2.61313358,1.538809051,3.247841123,0.099591253,9.612633149,5.169960668,383.3605917,3e-06,0.003,0.001,0.008,1e-05,0.05
D8,40.0,4.0,0.003910635,19.05372621,0.308324519,1.22718969,0.01048185,10.03262724,0.488226375,48.0730264,3.04e-05,0.000303691,9.64e-05,0.000735231,9.07e-05,0.05
E8,40.0,4.0,0.003910635,19.05372621,0.308324519,1.22718969,0.01048185,10.03262724,0.488226375,48.0730264,3.04e-05,0.000303691,9.64e-05,0.000735231,9.07e-05,0.05
F8,40.0,4.0,0.003910635,19.05372621,0.308324519,1.22718969,0.01048185,10.03262724,0.488226375,48.0730264,3.04e-05,0.000303691,9.64e-05,0.000735231,9.07e-05,0.05
